Query_number,doc_number
900164,388612
900164,466982
900164,55090
1010700,495416
1010700,2376
1010700,406511
900077,254753
900077,402232
900077,420106
245416,50451
245416,41263
245416,453510
1032011,2069
1032011,222374
1032011,393164
908489,285967
908489,50425
908489,319655
850555,240116
850555,400934
850555,162157
810270,471036
810270,398540
810270,37778
948532,67667
948532,16179
948532,369781
832508,356722
832508,133557
832508,482353
868184,231199
868184,171327
868184,500524
813605,99999
813605,1
813605,10
939020,456231
939020,59779
939020,286825
964152,130171
964152,225585
964152,206329
911056,87890
911056,162982
911056,166857
251172,108261
251172,98945
251172,344082
920885,8248
920885,338176
920885,42937
995029,185900
995029,236755
995029,369608
991598,226660
991598,138185
991598,235900
988149,99999
988149,1
988149,10
1051095,159979
1051095,210877
1051095,314590
1049368,364504
1049368,493769
1049368,385416
1074499,484473
1074499,146013
1074499,199908
1091471,99999
1091471,1
1091471,10
764139,375388
764139,82537
764139,86217
970242,282932
970242,491914
970242,484921
831871,292502
831871,180405
831871,313026
1091467,297196
1091467,388714
1091467,192615
770233,249255
770233,398382
770233,144094
1091461,501486
1091461,2886
1091461,206133
873886,468421
873886,326477
873886,83138
1047088,139740
1047088,281579
1047088,382697
1063709,210873
1063709,380456
1063709,452811
955093,211178
955093,169366
955093,258220
784549,443124
784549,276623
784549,247785
902855,220187
902855,118544
902855,287973
1091450,99999
1091450,1
1091450,10
970824,373716
970824,178268
970824,326520
940916,402850
940916,438997
940916,460134
912899,104454
912899,346571
912899,27703
780297,285135
780297,231847
780297,455210
991383,99999
991383,1
991383,10
988294,447452
988294,122393
988294,82661
792977,99999
792977,1
792977,10
998482,99999
998482,1
998482,10
860071,99999
860071,1
860071,10
984930,99999
984930,1
984930,10
77391,259952
77391,444738
77391,167436
75335,229922
75335,468187
75335,84752
866428,173948
866428,260905
866428,189927
1091421,319838
1091421,456383
1091421,223074
853646,434669
853646,500885
853646,279122
1015556,489931
1015556,405345
1015556,10785
772129,350510
772129,385200
772129,411392
47588,80977
47588,128203
47588,260868
1021446,123859
1021446,238106
1021446,258968
932878,486577
932878,56330
932878,217912
859376,470221
859376,499207
859376,147068
980789,276076
980789,85945
980789,66886
1102325,245074
1102325,260456
1102325,115870
937947,369472
937947,325550
937947,392390
143025,262223
143025,322064
143025,235217
872869,235155
872869,125380
872869,289356
1080968,82349
1080968,190980
1080968,234266
968004,339478
968004,431387
968004,177129
1091384,62016
1091384,427626
1091384,266142
765583,362189
765583,350336
765583,426338
1042488,99999
1042488,1
1042488,10
806574,40639
806574,102272
806574,11272
886382,347015
886382,92904
886382,103626
921348,48875
921348,217848
921348,234586
836832,288309
836832,71398
836832,114804
808235,176524
808235,160906
808235,164582
882982,158533
882982,49838
882982,181994
1073980,245619
1073980,338635
1073980,248942
853471,110400
853471,309496
853471,132790
180693,99999
180693,1
180693,10
1091360,249396
1091360,111785
1091360,402168
1038871,99999
1038871,1
1038871,10
960003,492263
960003,45713
960003,94669
1049221,351718
1049221,57863
1049221,57174
1033759,195126
1033759,465524
1033759,202499
903097,428403
903097,398027
903097,210174
1010607,275576
1010607,276747
1010607,206211
1091340,141486
1091340,53069
1091340,430196
785721,490584
785721,174079
785721,394159
1091337,274281
1091337,157497
1091337,196556
957688,251154
957688,269607
957688,492228
1040694,160917
1040694,286849
1040694,87632
194724,258408
194724,219575
194724,202904
1009959,477366
1009959,233313
1009959,296234
1091330,124635
1091330,450575
1091330,88377
788035,99999
788035,1
788035,10
46081,42028
46081,306187
46081,259343
1058100,104673
1058100,438872
1058100,56508
301061,50389
301061,371750
301061,77010
973917,105972
973917,1366
973917,30227
1038849,99999
1038849,1
1038849,10
969264,110148
969264,68447
969264,175687
953355,270462
953355,339441
953355,118569
860542,99999
860542,1
860542,10
175625,209243
175625,34365
175625,380187
802794,347015
802794,92904
802794,103626
194870,254438
194870,231061
194870,149626
888911,334819
888911,375383
888911,279466
1057168,99999
1057168,1
1057168,10
1101374,141682
1101374,489778
1101374,328911
995526,99999
995526,1
995526,10
1016869,224923
1016869,36013
1016869,176351
1047592,137863
1047592,484280
1047592,293958
298444,218326
298444,294413
298444,437835
1051990,377145
1051990,272972
1051990,34286
985905,99999
985905,1
985905,10
1091269,258408
1091269,219575
1091269,202904
830649,126852
830649,394380
830649,275792
850450,475633
850450,407315
850450,93801
870875,275910
870875,154350
870875,274284
357519,482119
357519,160146
357519,236094
1091264,418653
1091264,468421
1091264,267617
1023838,481856
1023838,198319
1023838,338593
855031,248582
855031,95838
855031,43439
958993,449240
958993,90612
958993,338943
1091255,4903
1091255,224472
1091255,423372
795951,114837
795951,472689
795951,303298
939744,319372
939744,23055
939744,292588
954711,99999
954711,1
954711,10
200600,353032
200600,41655
200600,243141
851490,460987
851490,101168
851490,179857
1063659,179601
1063659,435362
1063659,125627
932495,149809
932495,229202
932495,492756
994582,488862
994582,18242
994582,185712
1091246,258408
1091246,219575
1091246,202904
236708,65436
236708,30705
236708,488569
1091234,418879
1091234,383646
1091234,74032
238886,430617
238886,19475
238886,418438
804687,99999
804687,1
804687,10
149670,469741
149670,434168
149670,299423
897401,315302
897401,249723
897401,180323
812190,489623
812190,17688
812190,468217
842108,201767
842108,53379
842108,224065
1045203,203361
1045203,353305
1045203,354455
868919,241149
868919,337550
868919,21114
1041714,334165
1041714,246038
1041714,471846
1060305,248373
1060305,185954
1060305,76368
968310,278372
968310,459169
968310,2992
1009668,482636
1009668,322666
1009668,18386
1036800,99999
1036800,1
1036800,10
860462,29959
860462,7911
860462,438307
1091206,99999
1091206,1
1091206,10
164946,426758
164946,178760
164946,180424
769085,19798
769085,296691
769085,125310
904727,158533
904727,49838
904727,487099
844128,99999
844128,1
844128,10
1059442,222389
1059442,129633
1059442,340381
1091194,99999
1091194,1
1091194,10
155119,91414
155119,359797
155119,216037
864905,277663
864905,345809
864905,248582
1091189,99999
1091189,1
1091189,10
97964,101212
97964,289225
97964,38087
798469,490088
798469,473182
798469,89584
761963,50233
761963,238476
761963,473353
326410,497720
326410,113711
326410,425557
1016703,303433
1016703,289748
1016703,451457
1059801,435459
1059801,459852
1059801,406067
1091177,423678
1091177,58156
1091177,23206
970830,214559
970830,465056
970830,48591
786674,338353
786674,73596
786674,326749
16860,99999
16860,1
16860,10
1091173,280748
1091173,168365
1091173,385130
1091163,180923
1091163,334119
1091163,62987
888796,409161
888796,364650
888796,437998
909506,79812
909506,271179
909506,372323
1091158,147504
1091158,491366
1091158,452458
991938,253901
991938,489279
991938,121909
905766,159557
905766,123919
905766,83468
794319,99999
794319,1
794319,10
795540,197183
795540,37540
795540,393194
829025,485929
829025,229418
829025,254708
952520,438341
952520,289354
952520,475837
909176,397305
909176,395132
909176,500067
872655,185589
872655,460700
872655,8582
783843,316714
783843,499787
783843,266533
1003997,74091
1003997,416805
1003997,26501
1050670,377145
1050670,272972
1050670,34286
1016790,156396
1016790,75801
1016790,165119
1080495,80977
1080495,260868
1080495,65693
956624,253587
956624,239433
956624,439518
1017892,70909
1017892,377881
1017892,203303
815320,309430
815320,101325
815320,282725
1013367,355511
1013367,374742
1013367,140052
1091115,116351
1091115,417204
1091115,30435
1091112,77169
1091112,67747
1091112,198104
811852,206647
811852,279566
811852,256295
1091108,237516
1091108,422935
1091108,498671
913137,153434
913137,171153
913137,53814
1057757,371191
1057757,266884
1057757,192859
831380,218713
831380,83267
831380,452505
929473,203051
929473,332243
929473,205873
921812,115388
921812,278445
921812,116718
1079434,40008
1079434,190104
1079434,441295
1021679,180847
1021679,453903
1021679,302374
822642,408824
822642,486706
822642,106028
248385,312072
248385,403312
248385,312120
946747,278137
946747,275279
946747,138619
1091082,258408
1091082,219575
1091082,202904
51054,205047
51054,314093
51054,211329
909886,310269
909886,163513
909886,228239
996042,99999
996042,1
996042,10
869891,308233
869891,183920
869891,3243
879150,263290
879150,182734
879150,281961
1091068,163006
1091068,304823
1091068,144971
883861,99999
883861,1
883861,10
925059,345719
925059,263000
925059,238072
1058822,222389
1058822,129633
1058822,185737
790178,435362
790178,478514
790178,239175
781877,15473
781877,66084
781877,24505
1091059,52794
1091059,120069
1091059,431276
1081321,20017
1081321,233717
1081321,440825
1049867,201149
1049867,468173
1049867,490746
993876,99999
993876,1
993876,10
91790,197255
91790,138406
91790,484495
131925,99999
131925,1
131925,10
855029,248582
855029,95838
855029,43439
907173,290385
907173,134640
907173,474911
1058717,38977
1058717,411490
1058717,313584
828093,324481
828093,144321
828093,42395
1091048,99999
1091048,1
1091048,10
898631,18658
898631,325534
898631,305020
829050,356812
829050,122370
829050,99121
59190,47290
59190,136554
59190,478588
760930,31393
760930,178290
760930,149433
865660,430574
865660,297397
865660,173239
979713,358247
979713,18419
979713,300000
36388,441317
36388,56065
36388,350571
1068408,296214
1068408,111982
1068408,334360
1036999,4654
1036999,55873
1036999,458694
984075,244051
984075,440910
984075,166538
1022762,42589
1022762,56045
1022762,365012
918424,99999
918424,1
918424,10
969974,133217
969974,142570
969974,217731
843140,78144
843140,190070
843140,239991
768133,210432
768133,14379
768133,483113
941749,214005
941749,19505
941749,375715
879155,105606
879155,166508
879155,194387
798253,316851
798253,379741
798253,345957
980726,99999
980726,1
980726,10
832188,228338
832188,240870
832188,419987
1091015,74094
1091015,438488
1091015,13852
999897,137808
999897,255427
999897,378915
878367,355613
878367,337756
878367,180665
1032074,20740
1032074,409239
1032074,115207
783822,372494
783822,274655
783822,383055
845719,278388
845719,137489
845719,400575
764691,99999
764691,1
764691,10
904389,385403
904389,470874
904389,403848
926064,489772
926064,354368
926064,106873
910375,413497
910375,461228
910375,237588
70787,107264
70787,251468
70787,254545
1090987,200841
1090987,42224
1090987,478390
792187,205303
792187,437678
792187,198312
863817,99999
863817,1
863817,10
1070867,486602
1070867,30750
1070867,333331
980168,316769
980168,142954
980168,356504
909221,210582
909221,38370
909221,256414
203274,99999
203274,1
203274,10
885184,313324
885184,416369
885184,418217
763084,99999
763084,1
763084,10
994311,350748
994311,312638
994311,91840
25036,277438
25036,404097
25036,318155
1101341,330028
1101341,170588
1101341,228298
1090965,85737
1090965,501022
1090965,212477
84520,136073
84520,73380
84520,401154
952047,165149
952047,495005
952047,248086
854785,272806
854785,442825
854785,50169
863738,99999
863738,1
863738,10
808200,265035
808200,184348
808200,20063
818612,169532
818612,65746
818612,207058
935362,108269
935362,342718
935362,247882
980811,175008
980811,286714
980811,11961
919712,423728
919712,275609
919712,282933
1027785,132211
1027785,383406
1027785,194752
999641,287932
999641,474132
999641,40286
846438,361311
846438,153182
846438,398200
772864,99999
772864,1
772864,10
948829,334245
948829,3011
948829,60246
989543,99999
989543,1
989543,10
1090924,187033
1090924,472322
1090924,138623
888559,93572
888559,119948
888559,45813
804996,245225
804996,235478
804996,248582
995654,382782
995654,147411
995654,4936
993544,99999
993544,1
993544,10
969066,127893
969066,293355
969066,377130
220495,417048
220495,54303
220495,230050
1090910,482271
1090910,384096
1090910,320216
992729,74548
992729,1507
992729,356831
787255,91704
787255,38277
787255,404924
1015055,95532
1015055,166592
1015055,430366
938773,214005
938773,19505
938773,375715
286915,186477
286915,232007
286915,100553
942915,60510
942915,358793
942915,483506
1067990,210536
1067990,383187
1067990,109210
1090887,461707
1090887,414453
1090887,395408
1090886,443124
1090886,276623
1090886,247785
917022,286358
917022,56045
917022,477700
826518,486602
826518,99595
826518,328833
847415,98132
847415,23376
847415,234676
874455,200782
874455,406031
874455,211496
193422,217400
193422,382421
193422,252136
804523,27884
804523,371090
804523,481596
1090877,229940
1090877,132999
1090877,419765
780850,99999
780850,1
780850,10
958142,418813
958142,216586
958142,209091
953332,286107
953332,190078
953332,81430
988960,99999
988960,1
988960,10
885505,99999
885505,1
885505,10
969023,99999
969023,1
969023,10
1053997,453988
1053997,141909
1053997,59084
1068924,127003
1068924,300221
1068924,56045
1090869,487715
1090869,20105
1090869,132742
946825,100158
946825,491697
946825,237232
993419,488512
993419,108724
993419,278118
788484,320049
788484,300856
788484,180223
1090861,401066
1090861,454849
1090861,310150
972064,262419
972064,95713
972064,125002
829087,248582
829087,95838
829087,43439
1080537,402798
1080537,146830
1080537,45940
786477,243042
786477,303054
786477,221921
1065985,428022
1065985,496197
1065985,20836
773924,278831
773924,393979
773924,278980
1090842,334426
1090842,212164
1090842,106420
1090841,488983
1090841,424487
1090841,290472
1077000,315775
1077000,488335
1077000,108193
1090838,414453
1090838,297784
1090838,73980
1090833,449538
1090833,406274
1090833,169431
1001981,411813
1001981,334585
1001981,154608
865384,99999
865384,1
865384,10
810394,140510
810394,468187
810394,33655
355458,99999
355458,1
355458,10
311540,449955
311540,98985
311540,483937
867947,458600
867947,177734
867947,57090
93311,463647
93311,327148
93311,468210
858391,124476
858391,136116
858391,322072
1090808,408824
1090808,486706
1090808,106028
917015,158747
917015,233799
917015,420915
1025895,12878
1025895,57174
1025895,177066
885301,412500
885301,64344
885301,57129
791140,99999
791140,1
791140,10
1071061,343582
1071061,90878
1071061,457388
1090796,373033
1090796,289564
1090796,458319
822218,288309
822218,288458
822218,71398
